u{FEFF}条码/物料编码,名称/物料描述,规格型号,分类/物料组,计量单位,品牌,自定义类别,保质期(天),保质期预警(天),保留小数,状态,标箱折扣系数,货期(天),默认价格,是否标识管理,是否费用化资产
"8000000340","收纳袋","40*50cm","清洁用品","包","","",,,0,"已启用",0.000,,,"否","否"
"8000000339","抹布","","清洁用品","包","","",,,0,"已启用",,,,"否","否"
"8000000338","碎纸机垃圾袋","","清洁用品","包","","",,,0,"已启用",,,,"否","否"
"8000000337","玻璃水","500g*2","清洁用品","套","","",,,0,"已启用",,,,"否","否"
"8000000336","地板清洁剂","500m*3瓶混合装","清洁用品","瓶","","",,,0,"已启用",,,,"否","否"
"8000000335","脏衣篓","","清洁用品","个","","",,,0,"已启用",,,,"否","否"
"8000000334","防护手套","","清洁用品","件","","",,,0,"已启用",,,,"否","否"
"8000000333","集团定制纸","50盒","清洁用品","盒","","",,,0,"已启用",,,,"否","否"
"8000000332","大盘纸","3层650克*12卷","清洁用品","卷","","",,,0,"已启用",,,,"否","否"
"8000000331","擦手纸","200抽*20包","清洁用品","箱","","",,,0,"已启用",0.000,,,"否","否"
"8000000330","洗手液","","清洁用品","瓶","","",,,0,"已启用",,,,"否","否"
"8000000325","洁瓷强力去污","350ML*2瓶","清洁用品","套","","",,,0,"已启用",,,,"否","否"
"8000000324","洁厕灵","3.78L","清洁用品","瓶","","",,,0,"已启用",,,,"否","否"
"8000000323","拖鞋","","客房物资","双","","",,,0,"已启用",,,,"否","否"
"8000000322","一次性马桶套","","客房物资","个","","",,,0,"已启用",,,,"否","否"
"8000000321","一次性毛巾","","客房物资","套","","",,,0,"已启用",,,,"否","否"
"8000000320","一次性浴巾","","客房物资","个","","",,,0,"已启用",,,,"否","否"
"8000000319","一次性拖鞋","","客房物资","双","","",,,0,"已启用",,,,"否","否"
"8000000318","衣架","","客房物资","把","","",,,0,"已启用",,,,"否","否"
"8000000317","湿纸巾","","客房物资","包","","",,,0,"已启用",,,,"否","否"
"8000000316","牙膏","","客房物资","个","","",,,0,"已启用",,,,"否","否"
"8000000315","一次性牙刷/牙膏","","客房物资","套","","",,,0,"已启用",,,,"否","否"
"8000000314","洗衣液","","客房物资","套","","",,,0,"已启用",,,,"否","否"
"8000000313","洗发水","1L","客房物资","瓶","","",,,0,"已启用",,,,"否","否"
"8000000312","沐浴露","1L","客房物资","瓶","","",,,0,"已启用",,,,"否","否"
"8000000311","红胶带","","办公用品","个","","",,,0,"已启用",,,,"否","否"
"8000000310","9V电池","","办公用品","个","","",,,0,"已启用",,,,"否","否"
"8000000309","虎斑胶带","","办公用品","个","","",,,0,"已启用",,,,"否","否"
"8000000308","双面胶带","中号","办公用品","个","","",,,0,"已启用",,,,"否","否"
"8000000307","美工刀","","办公用品","个","","",,,0,"已启用",,,,"否","否"
"8000000306","纸杯","","办公用品","提","","",,,0,"已启用",,,,"否","否"
"8000000305","抽取标签贴","","办公用品","盒","","",,,0,"已启用",,,,"否","否"
"8000000304","桌群","红色","办公用品","个","","",,,0,"已启用",,,,"否","否"
"8000000303","桌布","绿色","办公用品","个","","",,,0,"已启用",,,,"否","否"
"8000000302","桌布","红色","办公用品","个","","",,,0,"已启用",,,,"否","否"
"8000000301","计时器","","办公用品","个","","",,,0,"已启用",,,,"否","否"
"8000000300","记分板","","办公用品","个","","",,,0,"已启用",,,,"否","否"
"8000000299","答题板","","办公用品","个","","",,,0,"已启用",,,,"否","否"
"8000000298","抢答器","","办公用品","个","","",,,0,"已启用",,,,"否","否"
"8000000297","马克笔","","办公用品","盒","","",,,0,"已启用",,,,"否","否"
"8000000296","黑板","","办公用品","个","","",,,0,"已启用",,,,"否","否"
"8000000295","可移动音响","台/含话筒","办公用品","台","","",,,0,"已启用",,,,"否","否"
"8000000294","会议桌花","红色","办公用品","个","","",,,0,"已启用",,,,"否","否"
"8000000293","会议桌花","橘红色","办公用品","个","","",,,0,"已启用",,,,"否","否"
"8000000292","插线板","","办公用品","个","","",,,0,"已启用",,,,"否","否"
"8000000291","桌牌","","办公用品","个","","",,,0,"已启用",,,,"否","否"
"8000000290","印台","红色","办公用品","盒","","",,,0,"已启用",,,,"否","否"
"8000000289","A3打印纸","500张","办公用品","包","","",,,0,"已启用",,,,"否","否"
"8000000288","A4打印纸","500张","办公用品","包","","",,,0,"已启用",0.000,,,"否","否"
"8000000287","凭证打印纸","500张","办公用品","包","","",,,0,"已启用",,,,"否","否"
"8000000286","透明胶带","小号","办公用品","个","","",,,0,"已启用",,,,"否","否"
"8000000285","双面胶","","办公用品","个","","",,,0,"已启用",,,,"否","否"
"8000000284","透明胶带","6CM","办公用品","个","","",,,0,"已启用",,,,"否","否"
"8000000283","黄色胶带","6CM","办公用品","个","","",,,0,"已启用",,,,"否","否"
"8000000282","蓝色胶带","","办公用品","个","","",,,0,"已启用",,,,"否","否"
"8000000281","液体胶","","办公用品","瓶","","",,,0,"已启用",,,,"否","否"
"8000000280","橡皮擦","","办公用品","个","","",,,0,"已启用",,,,"否","否"
"8000000279","记事贴","","办公用品","包","","",,,0,"已启用",,,,"否","否"
"8000000278","回形针","","办公用品","盒","","",,,0,"已启用",,,,"否","否"
"8000000277","铅笔","","办公用品","支","","",,,0,"已启用",,,,"否","否"
"8000000276","走珠笔","0.5红","办公用品","支","","",,,0,"已启用",,,,"否","否"
"8000000275","走珠笔","0.5蓝","办公用品","支","","",,,0,"已启用",,,,"否","否"
"8000000274","长尾夹","25mm","办公用品","盒","","",,,0,"已启用",,,,"否","否"
"8000000273","长尾夹","15mm","办公用品","盒","","",,,0,"已启用",,,,"否","否"
"8000000272","电池","5号","办公用品","个","","",,,0,"已启用",,,,"否","否"
"8000000271","电池","7号","办公用品","个","","",,,0,"已启用",,,,"否","否"
"8000000270","标签贴","","办公用品","包","","",,,0,"已启用",,,,"否","否"
"8000000269","笔记本","黑色","办公用品","本","","",,,0,"已启用",,,,"否","否"
"8000000268","三件套","1.5m*2.0m","住宿用品","套","","",,,0,"已启用",,,,"否","否"
"8000000267","枕头","60cm*35cm","住宿用品","个","","",,,0,"已启用",,,,"否","否"
"8000000266","被子","1.5m*2.0m","住宿用品","床","","",,,0,"已启用",,,,"否","否"
"8000000265","2025年反光衣","4XL","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000264","2025年反光衣","2XL","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000263","2025年反光衣","XL","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000262","2025年反光衣","L","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000261","2025年反光衣","M","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000260","2025年反光衣","S","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000259","2025年春秋工裤","办公-4XL","工服","条","","",,,0,"已启用",,,,"否","否"
"8000000258","2025年春秋工裤","办公-XL","工服","条","","",,,0,"已启用",,,,"否","否"
"8000000257","2025年春秋工裤","办公-L","工服","条","","",,,0,"已启用",,,,"否","否"
"8000000256","2025年春秋工裤","办公-M","工服","条","","",,,0,"已启用",,,,"否","否"
"8000000255","2025年春秋工裤","办公-XS","工服","条","","",,,0,"已启用",,,,"否","否"
"8000000254","2025年春秋工裤","车间-4XL","工服","条","","",,,0,"已启用",,,,"否","否"
"8000000253","2025年春秋工裤","车间-3XL","工服","条","","",,,0,"已启用",,,,"否","否"
"8000000252","2025年春秋工裤","车间-2XL","工服","条","","",,,0,"已启用",,,,"否","否"
"8000000251","2025年春秋工裤","车间-XL","工服","条","","",,,0,"已启用",,,,"否","否"
"8000000250","2025年春秋工裤","车间-L","工服","条","","",,,0,"已启用",,,,"否","否"
"8000000249","2025年春秋工裤","车间-M","工服","条","","",,,0,"已启用",,,,"否","否"
"8000000248","2025年春秋工裤","车间-S","工服","条","","",,,0,"已启用",,,,"否","否"
"8000000247","2025年春秋工裤","设备-XL","工服","条","","",,,0,"已启用",,,,"否","否"
"8000000246","2025年春秋工裤","设备-L","工服","条","","",,,0,"已启用",,,,"否","否"
"8000000245","2025年春秋工服","办公-4XL","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000244","2025年春秋工服","办公-2XL","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000243","2025年春秋工服","办公-XL","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000242","2025年春秋工服","办公-L","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000241","2025年春秋工服","办公-M","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000240","2025年春秋工服","办公-S","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000239","2025年春秋工服","办公-XS","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000238","2025年春秋工服","车间-4XL","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000237","2025年春秋工服","车间-3XL","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000236","2025年春秋工服","车间-2XL","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000235","2025年春秋工服","车间-XL","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000234","2025年春秋工服","车间-L","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000233","2025年春秋工服","车间-M","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000232","2025年春秋工服","车间-S","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000231","2025年春秋工服","设备-XL","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000230","2025年春秋工服","设备-L","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000229","2025年夏季工裤","办公-XL","工服","条","","",,,0,"已启用",,,,"否","否"
"8000000228","2025年夏季工裤","办公-L","工服","条","","",,,0,"已启用",,,,"否","否"
"8000000227","2025年夏季工裤","办公-XS","工服","条","","",,,0,"已启用",,,,"否","否"
"8000000226","2025年夏季工裤","车间-4XL","工服","条","","",,,0,"已启用",,,,"否","否"
"8000000225","2025年夏季工裤","车间-XL","工服","条","","",,,0,"已启用",,,,"否","否"
"8000000224","2025年夏季工裤","车间-L","工服","条","","",,,0,"已启用",,,,"否","否"
"8000000223","2025年夏季工裤","车间-M","工服","条","","",,,0,"已启用",,,,"否","否"
"8000000222","2025年夏季工裤","车间-S","工服","条","","",,,0,"已启用",,,,"否","否"
"8000000221","2025年夏季工裤","设备-XL","工服","条","","",,,0,"已启用",,,,"否","否"
"8000000220","2025年夏季工裤","设备-L","工服","条","","",,,0,"已启用",,,,"否","否"
"8000000219","2025年夏季工服","办公-M","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000218","2025年夏季工服","办公-S","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000217","2025年夏季工服","车间-XL","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000216","2025年夏季工服","车间-L","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000215","2025年夏季工服","车间-M","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000214","2025年夏季工服","车间-S","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000213","2025年夏季工服","设备-XL","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000212","2025年夏季工服","设备-L","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000211","西裤（男）","37","正装","条","","",,,0,"已启用",,,,"否","否"
"8000000210","西裤（男）","36","正装","条","","",,,0,"已启用",,,,"否","否"
"8000000209","西裤（男）","35","正装","条","","",,,0,"已启用",,,,"否","否"
"8000000208","西裤（男）","34","正装","条","","",,,0,"已启用",,,,"否","否"
"8000000207","西裤（男）","33","正装","条","","",,,0,"已启用",,,,"否","否"
"8000000206","西裤（男）","32","正装","条","","",,,0,"已启用",,,,"否","否"
"8000000205","西裤（男）","31","正装","条","","",,,0,"已启用",,,,"否","否"
"8000000204","西裤（男）","30","正装","条","","",,,0,"已启用",,,,"否","否"
"8000000203","长袖衬衫（男）","41","正装","件","","",,,0,"已启用",,,,"否","否"
"8000000202","长袖衬衫（男）","40","正装","件","","",,,0,"已启用",,,,"否","否"
"8000000201","短袖衬衫（男）","41","正装","件","","",,,0,"已启用",,,,"否","否"
"8000000200","西裤（女）","33","正装","条","","",,,0,"已启用",,,,"否","否"
"8000000199","西裤（女）","30","正装","条","","",,,0,"已启用",,,,"否","否"
"8000000198","西裤（女）","28","正装","条","","",,,0,"已启用",,,,"否","否"
"8000000197","西裤（女）","27","正装","条","","",,,0,"已启用",,,,"否","否"
"8000000196","西裤（女）","26","正装","条","","",,,0,"已启用",,,,"否","否"
"8000000195","长袖衬衫（女）","36","正装","件","","",,,0,"已启用",,,,"否","否"
"8000000194","长袖衬衫（女）","35","正装","件","","",,,0,"已启用",,,,"否","否"
"8000000193","短袖衬衫（女）","36","正装","件","","",,,0,"已启用",,,,"否","否"
"8000000192","短袖衬衫（女）","35","正装","件","","",,,0,"已启用",,,,"否","否"
"8000000191","2024年冬季车间-冬季内胆","车间-4XL","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000190","2024年冬季车间-冬季内胆","车间-3XL","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000189","2024年冬季车间-冬季内胆","车间-2XL","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000188","2024年冬季车间-冬季内胆","车间-XL","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000187","2024年冬季车间-冬季内胆","车间-L","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000186","2024年冬季车间-冬季冲锋衣","车间-4XL","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000185","2024年冬季车间-冬季冲锋衣","车间-3XL","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000184","2024年冬季车间-冬季冲锋衣","车间-2XL","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000183","2024年冬季车间-冬季冲锋衣","车间-XL","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000182","2024年冬季车间-冬季冲锋衣","车间-L","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000181","2024年冬季设备-冬季内胆","2XL","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000180","2024年冬季设备-冬季冲锋衣","2XL","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000179","2024年春秋工裤","办公-4XL","工服","条","","",,,0,"已启用",,,,"否","否"
"8000000178","2024年春秋工裤","办公-2XL","工服","条","","",,,0,"已启用",,,,"否","否"
"8000000177","2024年春秋工裤","办公-XL","工服","条","","",,,0,"已启用",,,,"否","否"
"8000000176","2024年春秋工裤","办公-L","工服","条","","",,,0,"已启用",,,,"否","否"
"8000000175","2024年春秋工裤","办公-M","工服","条","","",,,0,"已启用",,,,"否","否"
"8000000174","2024年春秋工裤","车间-4XL","工服","条","","",,,0,"已启用",,,,"否","否"
"8000000173","2024年春秋工裤","车间-3XL","工服","条","","",,,0,"已启用",,,,"否","否"
"8000000172","2024年春秋工裤","车间-2XL","工服","条","","",,,0,"已启用",,,,"否","否"
"8000000171","2024年春秋工裤","车间-XL","工服","条","","",,,0,"已启用",,,,"否","否"
"8000000170","2024年春秋工裤","车间-L","工服","条","","",,,0,"已启用",,,,"否","否"
"8000000169","2024年春秋工服","办公-4XL","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000168","2024年春秋工服","办公-2XL","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000167","2024年春秋工服","办公-M","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000166","2024年春秋工服","办公-XS","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000165","2024年春秋工服","车间-4XL","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000164","2024年春秋工服","车间-3XL","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000163","2024年春秋工服","车间-2XL","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000162","2024年春秋工服","车间-XL","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000161","2024年春秋工服","车间-L","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000160","2024年春秋工服","车间-XS","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000159","2024年夏季工裤","办公-2XL","工服","条","","",,,0,"已启用",,,,"否","否"
"8000000158","2024年夏季工裤","办公-M","工服","条","","",,,0,"已启用",,,,"否","否"
"8000000157","2024年夏季工裤","车间-4XL","工服","条","","",,,0,"已启用",,,,"否","否"
"8000000156","2024年夏季工裤","车间-3XL","工服","条","","",,,0,"已启用",,,,"否","否"
"8000000155","2024年夏季工裤","车间-2XL","工服","条","","",,,0,"已启用",,,,"否","否"
"8000000154","2024年夏季工裤","车间-XL","工服","条","","",,,0,"已启用",,,,"否","否"
"8000000153","2024年夏季工裤","车间-M","工服","条","","",,,0,"已启用",,,,"否","否"
"8000000152","2024年夏季工裤","设备-3XL","工服","条","","",,,0,"已启用",,,,"否","否"
"8000000151","2024年夏季工服","办公-M","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000150","2024年夏季工服","办公-XS","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000149","2024年夏季工服","车间-XL","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000148","2024年夏季工服","车间-M","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000147","2024年夏季工服","车间-S","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000146","2024年夏季工服","车间-XS","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000145","2024年夏季工服","设备-L","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000144","2023年冬季工裤","190","工服","条","","",,,0,"已启用",,,,"否","否"
"8000000143","2023年冬季工裤","180","工服","条","","",,,0,"已启用",,,,"否","否"
"8000000142","2023年冬季工裤","175","工服","条","","",,,0,"已启用",,,,"否","否"
"8000000141","2023年冬季工裤","170","工服","条","","",,,0,"已启用",,,,"否","否"
"8000000140","2023年冬季工裤","165","工服","条","","",,,0,"已启用",,,,"否","否"
"8000000139","2023年冬季工裤","160","工服","条","","",,,0,"已启用",,,,"否","否"
"8000000138","2023年冬季工裤","155","工服","条","","",,,0,"已启用",,,,"否","否"
"8000000137","2023年冬季工服","无袋-190","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000136","2023年冬季工服","无袋-185","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000135","2023年冬季工服","无袋-180","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000134","2023年冬季工服","无袋-175","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000133","2023年冬季工服","无袋-170","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000132","2023年冬季工服","无袋-165","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000131","2023年冬季工服","无袋-160","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000130","2023年冬季工服","有袋-185","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000129","2023年冬季工服","有袋-160","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000128","2023年夏季工裤","5XL","工服","条","","",,,0,"已启用",,,,"否","否"
"8000000127","2023年夏季工裤","4XL","工服","条","","",,,0,"已启用",,,,"否","否"
"8000000126","2023年夏季工裤","3XL","工服","条","","",,,0,"已启用",,,,"否","否"
"8000000125","2023年夏季工裤","2XL","工服","条","","",,,0,"已启用",,,,"否","否"
"8000000124","2023年夏季工裤","XL","工服","条","","",,,0,"已启用",,,,"否","否"
"8000000123","2023年夏季工裤","L","工服","条","","",,,0,"已启用",,,,"否","否"
"8000000122","2023年夏季工裤","M","工服","条","","",,,0,"已启用",,,,"否","否"
"8000000121","2023年夏季工裤","S","工服","条","","",,,0,"已启用",,,,"否","否"
"8000000120","2023年夏季工裤","XS","工服","条","","",,,0,"已启用",,,,"否","否"
"8000000119","2023年夏季工服","蓝-M","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000118","2023年夏季工服","红-4XL","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000117","2023年夏季工服","红-3XL","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000116","2023年夏季工服","红-2XL","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000115","2023年夏季工服","红-XL","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000114","2023年夏季工服","红-L","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000113","2022年冬季工裤","190","工服","条","","",,,0,"已启用",,,,"否","否"
"8000000112","2022年冬季工裤","185","工服","条","","",,,0,"已启用",,,,"否","否"
"8000000111","2022年冬季工裤","180","工服","条","","",,,0,"已启用",,,,"否","否"
"8000000110","2022年冬季工裤","165","工服","条","","",,,0,"已启用",,,,"否","否"
"8000000109","2022年冬季工裤","160","工服","条","","",,,0,"已启用",,,,"否","否"
"8000000108","2022年冬季工裤","155","工服","条","","",,,0,"已启用",,,,"否","否"
"8000000107","2022年冬季工服","无袋-190","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000106","2022年冬季工服","无袋-185","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000105","2022年冬季工服","无袋-165","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000104","2022年冬季工服","无袋-160","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000103","2022年冬季工服","无袋-155","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000102","2022年冬季工服","有袋-190","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000101","2022年冬季工服","有袋-185","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000100","2022年冬季工服","有袋-160","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000099","2022年夏季工裤","4XL","工服","条","","",,,0,"已启用",,,,"否","否"
"8000000098","2022年夏季工裤","3XL","工服","条","","",,,0,"已启用",,,,"否","否"
"8000000097","2022年夏季工裤","2XL","工服","条","","",,,0,"已启用",,,,"否","否"
"8000000096","2022年夏季工裤","XL","工服","条","","",,,0,"已启用",,,,"否","否"
"8000000095","2022年夏季工裤","L","工服","条","","",,,0,"已启用",,,,"否","否"
"8000000094","2022年夏季工裤","M","工服","条","","",,,0,"已启用",,,,"否","否"
"8000000093","2022年夏季工裤","S","工服","条","","",,,0,"已启用",,,,"否","否"
"8000000092","2022年夏季工服","蓝-4XL","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000091","2022年夏季工服","蓝-3XL","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000090","2022年夏季工服","蓝-2XL","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000089","2022年夏季工服","蓝-XL","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000088","2022年夏季工服","蓝-L","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000087","2022年夏季工服","绿-3XL","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000086","2022年夏季工服","绿-2XL","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000085","2022年夏季工服","粉-4XL","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000084","2022年夏季工服","粉-3XL","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000083","2022年夏季工服","粉-2XL","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000082","2022年夏季工服","粉-L","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000081","文化衫","白-特码","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000080","文化衫","白-4XL","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000079","文化衫","白-3XL","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000078","文化衫","白-2XL","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000077","文化衫","白-XL","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000076","文化衫","白-L","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000075","文化衫","白-M","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000074","文化衫","白-S","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000073","文化衫","红-特码","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000072","文化衫","红-4XL","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000071","文化衫","红-M","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000070","文化衫","红-S","工服","件","","",,,0,"已启用",,,,"否","否"
"8000000069","芙丝（正品）","奥瑞金赠送","饮品","瓶","","",730,60,0,"已启用",,,,"否","否"
"8000000068","芙丝（正品）","奥瑞金赠送","饮品","箱","","",730,60,0,"已启用",,,,"否","否"
"8000000067","红牛（次品）","29周年","饮品","瓶","","",540,60,0,"已启用",,,,"否","否"
"8000000066","红牛（次品）","29周年","饮品","箱","","",540,60,0,"已启用",,,,"否","否"
"8000000065","红牛（正品）2025年1月入库","30周年","饮品","瓶","","",540,60,0,"已启用",,,,"否","否"
"8000000064","红牛（正品）2025年1月入库","30周年","饮品","箱","","",540,60,0,"已启用",,,,"否","否"
"8000000063","战马（正品）2025年1月入库","","饮品","瓶","","",540,60,0,"已启用",,,,"否","否"
"8000000062","战马（正品）2025年1月入库","","饮品","箱","","",540,60,0,"已启用",,,,"否","否"
"8000000061","红牛（正品）饮料劵","29周年","饮品","箱","","",540,60,0,"已启用",,,,"否","否"
"8000000060","红牛（正品）2024年9月入库","29周年","饮品","瓶","","",540,60,0,"已启用",,,,"否","否"
"8000000059","红牛（正品）2024年9月入库","29周年","饮品","箱","","",540,60,0,"已启用",,,,"否","否"
"8000000058","2025年阳光普照","","食品","盒","","",,,0,"已启用",,,,"否","否"
"8000000057","小赤甘","","茶叶","盒","","",,,0,"已启用",,,,"否","否"
"8000000056","正山小种","","茶叶","盒","","",,,0,"已启用",,,,"否","否"
"8000000055","绿肉桂","","茶叶","盒","","",,,0,"已启用",,,,"否","否"
"8000000054","黄肉桂","","茶叶","盒","","",,,0,"已启用",,,,"否","否"
"8000000053","大红袍","","茶叶","盒","","",,,0,"已启用",,,,"否","否"
"8000000052","盒装红酒","奥瑞金皮箱","红酒","盒","","",,,0,"已启用",,,,"否","否"
"8000000051","肖雷克（绿标）","集团","红酒","瓶","","",,,0,"已启用",,,,"否","否"
"8000000050","肖雷克（红标）","集团","红酒","瓶","","",,,0,"已启用",,,,"否","否"
"8000000049","奥瑞金红酒","年会剩余","红酒","瓶","","",,,0,"已启用",,,,"否","否"
"8000000048","实木葡萄酒","","红酒","瓶","","",1825,60,0,"已启用",,,,"否","否"
"8000000047","1895红酒","","红酒","瓶","","",3650,60,0,"已启用",,,,"否","否"
"8000000046","汉武","","白酒","瓶","","",,,0,"已启用",,,,"否","否"
"8000000045","金窖","","白酒","瓶","","",,,0,"已启用",,,,"否","否"
"8000000044","贵州茅台（不带标）","","白酒","瓶","","",,,0,"已启用",,,,"否","否"
"8000000043","金门高粱酒","","白酒","瓶","","",,,0,"已启用",,,,"否","否"
"8000000042","赖茅","","白酒","瓶","","",,,0,"已启用",,,,"否","否"
"8000000041","梦之蓝","","白酒","箱","","",,,0,"已启用",,,,"否","否"
"8000000040","小糊涂仙（酒）","","白酒","瓶","","",,,0,"已启用",,,,"否","否"
"8000000039","封坛原浆","","白酒","瓶","","",,,0,"已启用",,,,"否","否"
"8000000038","飞天王子酒","","白酒","瓶","","",,,0,"已启用",,,,"否","否"
"8000000037","习酒","","白酒","瓶","","",,,0,"已启用",,,,"否","否"
"8000000036","纸背包-银","","集团定制","个","","",,,0,"已启用",,,,"否","否"
"8000000035","纸背包-粉","","集团定制","个","","",,,0,"已启用",,,,"否","否"
"8000000034","纸背包-黑","","集团定制","个","","",,,0,"已启用",,,,"否","否"
"8000000033","纸背包-棕","","集团定制","个","","",,,0,"已启用",,,,"否","否"
"8000000032","纸背包-绿","","集团定制","个","","",,,0,"已启用",,,,"否","否"
"8000000031","电竞帆布包","红牛","集团定制","个","","",,,0,"已启用",,,,"否","否"
"8000000030","电竞鼠标垫","红牛","集团定制","个","","",,,0,"已启用",,,,"否","否"
"8000000029","伞座","红牛","集团定制","个","","",,,0,"已启用",,,,"否","否"
"8000000028","RB-四角大伞","红牛","集团定制","把","","",,,0,"已启用",,,,"否","否"
"8000000027","RB-防紫外线三折伞蓝色","红牛","集团定制","个","","",,,0,"已启用",,,,"否","否"
